Time,NOx(GT),CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004-12-10 18:00:00,-200.0,-200.0,1037.0,-200.0,12.1,1053.0,708.0,-200.0,1480.0,958.0,16.5,56.2,1.0455
2004-12-10 19:00:00,-200.0,-200.0,1066.0,-200.0,14.7,1140.0,670.0,-200.0,1577.0,1032.0,16.7,54.1,1.0212
2004-12-10 20:00:00,-200.0,-200.0,890.0,-200.0,6.0,813.0,898.0,-200.0,1274.0,772.0,15.4,57.7,1.0008
2004-12-10 21:00:00,-200.0,-200.0,843.0,-200.0,4.3,729.0,990.0,-200.0,1219.0,618.0,15.5,57.1,0.9971
2004-12-10 22:00:00,-200.0,-200.0,834.0,-200.0,4.1,716.0,997.0,-200.0,1205.0,614.0,15.6,55.9,0.985
2004-12-10 23:00:00,-200.0,-200.0,809.0,-200.0,3.1,659.0,1074.0,-200.0,1161.0,550.0,14.8,58.4,0.9777
2004-12-11 00:00:00,167.0,1.2,932.0,-200.0,4.5,740.0,926.0,92.0,1180.0,774.0,12.9,69.9,1.0371
2004-12-11 01:00:00,239.0,1.6,968.0,-200.0,5.4,785.0,872.0,111.0,1209.0,826.0,12.9,70.5,1.0442
2004-12-11 02:00:00,102.0,0.7,827.0,-200.0,2.4,610.0,1092.0,71.0,1120.0,636.0,13.1,67.7,1.0198
2004-12-11 03:00:00,-200.0,0.4,789.0,-200.0,1.2,515.0,1276.0,-200.0,1054.0,516.0,13.1,67.6,1.0127
2004-12-11 04:00:00,55.0,-200.0,812.0,-200.0,1.6,549.0,1213.0,43.0,1079.0,531.0,13.8,64.0,1.0042
2004-12-11 05:00:00,71.0,0.6,811.0,-200.0,1.7,559.0,1170.0,50.0,1085.0,558.0,13.7,64.4,1.0036
2004-12-11 06:00:00,79.0,0.5,827.0,-200.0,1.7,560.0,1169.0,53.0,1087.0,565.0,13.9,63.8,1.0079
2004-12-11 07:00:00,117.0,0.6,849.0,-200.0,2.3,604.0,1086.0,67.0,1108.0,604.0,14.1,64.5,1.0287
2004-12-11 08:00:00,266.0,1.4,1001.0,-200.0,5.7,798.0,855.0,113.0,1257.0,794.0,14.0,66.1,1.0488
2004-12-11 09:00:00,340.0,2.0,1021.0,-200.0,7.9,896.0,741.0,140.0,1314.0,907.0,14.2,66.4,1.0673
2004-12-11 10:00:00,257.0,1.6,978.0,-200.0,6.4,831.0,807.0,116.0,1257.0,838.0,14.9,62.5,1.0529
2004-12-11 11:00:00,311.0,1.6,996.0,-200.0,6.9,855.0,793.0,122.0,1277.0,884.0,16.3,58.4,1.0729
2004-12-11 12:00:00,279.0,1.7,1014.0,-200.0,6.7,843.0,791.0,116.0,1297.0,866.0,16.9,56.5,1.0801
2004-12-11 13:00:00,267.0,2.0,1061.0,-200.0,8.7,928.0,730.0,118.0,1366.0,909.0,17.4,55.8,1.0979999999999999
2004-12-11 14:00:00,310.0,2.3,1092.0,-200.0,9.9,975.0,690.0,125.0,1418.0,990.0,17.4,57.3,1.1328
2004-12-11 15:00:00,352.0,2.4,1129.0,-200.0,11.4,1028.0,661.0,126.0,1480.0,1050.0,17.7,55.5,1.1127
2004-12-11 16:00:00,337.0,2.2,1077.0,-200.0,9.8,969.0,690.0,135.0,1405.0,1023.0,16.8,58.9,1.1199
2004-12-11 17:00:00,358.0,2.6,1153.0,-200.0,12.9,1079.0,635.0,140.0,1496.0,1103.0,17.0,57.5,1.1071
2004-12-11 18:00:00,547.0,4.0,1234.0,-200.0,16.6,1197.0,575.0,163.0,1597.0,1239.0,16.2,60.2,1.1003
2004-12-11 19:00:00,600.0,5.2,1319.0,-200.0,20.8,1319.0,539.0,178.0,1735.0,1384.0,16.7,58.0,1.0916
2004-12-11 20:00:00,470.0,3.9,1251.0,-200.0,18.8,1264.0,561.0,160.0,1677.0,1289.0,16.5,58.8,1.0921
2004-12-11 21:00:00,522.0,3.8,1165.0,-200.0,12.6,1070.0,650.0,166.0,1467.0,1180.0,15.8,61.1,1.0856
2004-12-11 22:00:00,208.0,1.6,954.0,-200.0,5.9,807.0,833.0,115.0,1243.0,855.0,15.7,60.8,1.0769
2004-12-11 23:00:00,205.0,1.5,971.0,-200.0,6.1,818.0,828.0,107.0,1252.0,857.0,15.9,59.6,1.0673
2004-12-12 00:00:00,443.0,3.0,1216.0,-200.0,11.7,1039.0,685.0,132.0,1183.0,1378.0,8.6,54.3,0.606
2004-12-12 01:00:00,360.0,2.4,1095.0,-200.0,11.3,1024.0,708.0,121.0,1219.0,1246.0,8.1,53.2,0.5746
2004-12-12 02:00:00,401.0,2.6,1099.0,-200.0,10.4,994.0,715.0,117.0,1164.0,1186.0,6.8,57.8,0.5768
2004-12-12 03:00:00,-200.0,2.0,974.0,-200.0,6.4,832.0,832.0,-200.0,1035.0,1024.0,6.6,58.1,0.5687
2004-12-12 04:00:00,273.0,2.1,1091.0,-200.0,9.8,971.0,703.0,102.0,1148.0,1187.0,5.4,64.1,0.5772
2004-12-12 05:00:00,199.0,1.7,955.0,-200.0,5.8,804.0,843.0,95.0,1017.0,1007.0,5.6,61.6,0.5656
2004-12-12 06:00:00,177.0,1.5,975.0,-200.0,7.0,859.0,777.0,81.0,1043.0,1019.0,4.2,69.0,0.5737
2004-12-12 07:00:00,206.0,1.3,909.0,-200.0,4.0,709.0,936.0,95.0,953.0,921.0,4.8,64.6,0.563
2004-12-12 08:00:00,323.0,1.9,992.0,-200.0,6.9,853.0,821.0,111.0,1052.0,1038.0,4.0,69.0,0.5661
2004-12-12 09:00:00,392.0,2.0,1018.0,-200.0,7.7,889.0,780.0,118.0,1085.0,1105.0,4.9,66.3,0.5786
2004-12-12 10:00:00,420.0,2.7,1100.0,-200.0,9.9,974.0,728.0,130.0,1131.0,1208.0,9.4,48.7,0.5748
2004-12-12 11:00:00,333.0,2.4,1101.0,-200.0,8.9,934.0,751.0,116.0,1085.0,1208.0,12.6,39.9,0.5804
2004-12-12 12:00:00,395.0,2.7,1148.0,-200.0,11.3,1025.0,701.0,128.0,1165.0,1282.0,14.4,35.3,0.5763
2004-12-12 13:00:00,478.0,3.2,1253.0,-200.0,13.7,1108.0,633.0,156.0,1253.0,1494.0,15.1,37.4,0.6374
2004-12-12 14:00:00,470.0,3.4,1229.0,-200.0,12.7,1075.0,638.0,169.0,1226.0,1500.0,16.0,35.8,0.6456
2004-12-12 15:00:00,508.0,3.2,1250.0,-200.0,14.5,1133.0,629.0,168.0,1274.0,1463.0,17.5,30.8,0.6095
2004-12-12 16:00:00,596.0,4.3,1432.0,-200.0,18.4,1251.0,547.0,178.0,1396.0,1722.0,17.2,34.2,0.6669
2004-12-12 17:00:00,694.0,5.0,1530.0,-200.0,22.0,1352.0,491.0,178.0,1550.0,1934.0,14.3,45.8,0.7452
2004-12-12 18:00:00,968.0,6.3,1604.0,-200.0,25.4,1438.0,466.0,188.0,1650.0,2018.0,12.2,53.9,0.7617
2004-12-12 19:00:00,658.0,4.6,1352.0,-200.0,16.4,1191.0,570.0,169.0,1362.0,1796.0,11.6,51.2,0.6965
2004-12-12 20:00:00,409.0,3.1,1235.0,-200.0,12.4,1065.0,640.0,133.0,1213.0,1594.0,11.3,50.1,0.672
2004-12-12 21:00:00,345.0,2.6,1127.0,-200.0,9.6,962.0,751.0,125.0,1120.0,1389.0,10.6,51.2,0.6541
2004-12-12 22:00:00,230.0,2.1,1073.0,-200.0,7.1,860.0,896.0,110.0,1058.0,1238.0,9.6,51.7,0.6163
2004-12-12 23:00:00,285.0,2.1,1074.0,-200.0,7.2,867.0,888.0,112.0,1064.0,1221.0,8.7,55.2,0.6225
2004-12-13 00:00:00,310.0,2.5,1133.0,-200.0,9.3,951.0,825.0,112.0,1156.0,1254.0,7.9,60.2,0.6432
2004-12-13 01:00:00,224.0,2.0,1021.0,-200.0,5.9,808.0,961.0,102.0,1048.0,1098.0,7.9,59.2,0.6331
2004-12-13 02:00:00,213.0,1.8,995.0,-200.0,5.9,807.0,978.0,90.0,1056.0,1044.0,6.7,64.6,0.6381
2004-12-13 03:00:00,-200.0,1.3,882.0,-200.0,2.4,614.0,1221.0,-200.0,931.0,888.0,6.9,62.3,0.6227
2004-12-13 04:00:00,103.0,-200.0,869.0,-200.0,2.1,594.0,1326.0,66.0,935.0,835.0,6.3,64.6,0.6197
2004-12-13 05:00:00,91.0,0.7,868.0,-200.0,1.8,567.0,1238.0,64.0,919.0,823.0,6.4,63.3,0.6123
2004-12-13 06:00:00,178.0,0.9,921.0,-200.0,3.1,655.0,1001.0,81.0,972.0,908.0,6.4,64.4,0.6204
2004-12-13 07:00:00,351.0,1.5,1041.0,-200.0,6.8,846.0,829.0,106.0,1112.0,1076.0,5.6,68.9,0.6328
2004-12-13 08:00:00,587.0,3.4,1275.0,-200.0,16.4,1193.0,596.0,140.0,1389.0,1393.0,6.4,65.6,0.6348
2004-12-13 09:00:00,475.0,3.4,1238.0,-200.0,16.7,1202.0,748.0,138.0,1382.0,1429.0,7.3,61.4,0.6306
2004-12-13 10:00:00,576.0,3.2,1288.0,-200.0,17.3,1220.0,937.0,165.0,1391.0,1594.0,9.6,53.7,0.6409
2004-12-13 11:00:00,920.0,4.8,1422.0,-200.0,22.4,1362.0,775.0,214.0,1509.0,1956.0,12.0,45.9,0.6421
2004-12-13 12:00:00,710.0,3.5,1293.0,-200.0,17.9,1236.0,784.0,178.0,1370.0,1872.0,12.7,44.4,0.6512
2004-12-13 13:00:00,696.0,4.1,1410.0,-200.0,22.4,1363.0,690.0,187.0,1515.0,2014.0,13.9,42.8,0.6761
2004-12-13 14:00:00,744.0,4.8,1425.0,-200.0,23.3,1386.0,691.0,203.0,1536.0,1978.0,15.0,41.4,0.7016
2004-12-13 15:00:00,743.0,4.4,1590.0,-200.0,28.0,1503.0,575.0,204.0,1559.0,2257.0,16.0,38.7,0.6987
2004-12-13 16:00:00,801.0,4.5,1520.0,-200.0,30.1,1552.0,568.0,198.0,1615.0,2104.0,16.0,38.6,0.6952
2004-12-13 17:00:00,1014.0,5.9,1595.0,-200.0,33.4,1628.0,495.0,218.0,1822.0,2140.0,14.1,44.9,0.7194
2004-12-13 18:00:00,1479.0,9.9,1881.0,-200.0,50.8,1983.0,334.0,269.0,2271.0,2523.0,12.6,55.9,0.8142
2004-12-13 19:00:00,1018.0,6.9,1633.0,-200.0,35.6,1677.0,400.0,217.0,1880.0,2188.0,11.7,60.8,0.8336
2004-12-13 20:00:00,729.0,4.3,1391.0,-200.0,21.5,1338.0,509.0,183.0,1514.0,1816.0,11.5,60.9,0.8249
2004-12-13 21:00:00,508.0,2.9,1263.0,-200.0,15.5,1164.0,581.0,147.0,1338.0,1587.0,10.6,64.1,0.8182
2004-12-13 22:00:00,347.0,2.0,1147.0,-200.0,10.9,1012.0,665.0,120.0,1214.0,1381.0,10.1,66.2,0.8185
2004-12-13 23:00:00,327.0,1.7,1103.0,-200.0,8.7,928.0,715.0,112.0,1174.0,1287.0,9.0,70.1,0.8036
2004-12-14 00:00:00,339.0,1.9,1071.0,-200.0,7.4,873.0,739.0,107.0,1150.0,1193.0,8.6,70.5,0.7915
2004-12-14 01:00:00,358.0,2.0,1137.0,-200.0,9.9,975.0,687.0,103.0,1234.0,1223.0,7.6,74.3,0.7783
2004-12-14 02:00:00,377.0,1.9,1066.0,-200.0,8.2,907.0,728.0,97.0,1174.0,1122.0,6.9,76.1,0.759
2004-12-14 03:00:00,-200.0,1.0,918.0,-200.0,3.9,704.0,920.0,-200.0,1032.0,932.0,8.0,70.6,0.7607
2004-12-14 04:00:00,165.0,0.8,895.0,-200.0,3.2,663.0,977.0,74.0,1007.0,866.0,6.8,75.4,0.7475
2004-12-14 05:00:00,145.0,0.7,885.0,-200.0,3.0,655.0,996.0,68.0,1015.0,848.0,6.6,75.3,0.7378
2004-12-14 06:00:00,282.0,1.1,964.0,-200.0,5.4,784.0,824.0,92.0,1080.0,959.0,6.0,77.3,0.7262
2004-12-14 07:00:00,494.0,1.7,1088.0,-200.0,8.7,927.0,715.0,111.0,1196.0,1154.0,6.0,76.7,0.722
2004-12-14 08:00:00,606.0,3.1,1274.0,-200.0,15.4,1160.0,587.0,133.0,1412.0,1373.0,6.9,73.7,0.7348
2004-12-14 09:00:00,581.0,4.4,1406.0,-200.0,27.2,1483.0,478.0,139.0,1767.0,1708.0,7.6,70.6,0.7371
2004-12-14 10:00:00,920.0,5.6,1521.0,-200.0,30.7,1568.0,440.0,192.0,1843.0,2097.0,9.3,64.2,0.7544
2004-12-14 11:00:00,811.0,4.4,1408.0,-200.0,24.3,1412.0,484.0,192.0,1608.0,2056.0,11.7,55.7,0.763
2004-12-14 12:00:00,786.0,4.4,1377.0,-200.0,21.7,1342.0,499.0,206.0,1546.0,2006.0,12.9,54.1,0.8003
2004-12-14 13:00:00,677.0,4.7,1470.0,-200.0,25.8,1450.0,481.0,182.0,1706.0,2015.0,14.0,53.0,0.8451
2004-12-14 14:00:00,612.0,4.2,1416.0,-200.0,21.8,1346.0,609.0,192.0,1570.0,1945.0,15.1,50.2,0.8552
2004-12-14 15:00:00,524.0,3.3,1383.0,-200.0,20.6,1314.0,785.0,188.0,1538.0,1793.0,16.7,47.3,0.8883
2004-12-14 16:00:00,775.0,5.1,1574.0,-200.0,27.2,1483.0,460.0,186.0,1778.0,1962.0,16.8,48.4,0.9175
2004-12-14 17:00:00,1159.0,7.4,-200.0,-200.0,-200.0,-200.0,-200.0,257.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-14 18:00:00,1310.0,9.3,-200.0,-200.0,-200.0,-200.0,-200.0,248.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-14 19:00:00,1037.0,7.4,-200.0,-200.0,-200.0,-200.0,-200.0,208.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-14 20:00:00,791.0,5.3,-200.0,-200.0,-200.0,-200.0,-200.0,167.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-14 21:00:00,670.0,4.1,-200.0,-200.0,-200.0,-200.0,-200.0,148.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-14 22:00:00,341.0,2.5,-200.0,-200.0,-200.0,-200.0,-200.0,112.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-14 23:00:00,365.0,2.1,-200.0,-200.0,-200.0,-200.0,-200.0,108.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 00:00:00,510.0,2.9,-200.0,-200.0,-200.0,-200.0,-200.0,115.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 01:00:00,352.0,2.3,-200.0,-200.0,-200.0,-200.0,-200.0,96.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 02:00:00,299.0,1.7,-200.0,-200.0,-200.0,-200.0,-200.0,87.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 03:00:00,-200.0,0.9,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 04:00:00,103.0,0.7,-200.0,-200.0,-200.0,-200.0,-200.0,61.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 05:00:00,133.0,0.8,-200.0,-200.0,-200.0,-200.0,-200.0,61.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 06:00:00,244.0,1.0,-200.0,-200.0,-200.0,-200.0,-200.0,82.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 07:00:00,222.0,1.2,-200.0,-200.0,-200.0,-200.0,-200.0,83.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 08:00:00,591.0,3.5,-200.0,-200.0,-200.0,-200.0,-200.0,116.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 09:00:00,821.0,4.5,-200.0,-200.0,-200.0,-200.0,-200.0,147.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 10:00:00,803.0,4.9,-200.0,-200.0,-200.0,-200.0,-200.0,167.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 11:00:00,809.0,3.5,-200.0,-200.0,-200.0,-200.0,-200.0,176.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 12:00:00,836.0,3.4,-200.0,-200.0,-200.0,-200.0,-200.0,177.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 13:00:00,820.0,4.0,-200.0,-200.0,-200.0,-200.0,-200.0,169.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 14:00:00,861.0,4.3,-200.0,-200.0,-200.0,-200.0,-200.0,181.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 15:00:00,842.0,4.0,-200.0,-200.0,-200.0,-200.0,-200.0,183.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 16:00:00,933.0,4.7,-200.0,-200.0,-200.0,-200.0,-200.0,176.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 17:00:00,1237.0,6.6,-200.0,-200.0,-200.0,-200.0,-200.0,229.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 18:00:00,1137.0,7.3,-200.0,-200.0,-200.0,-200.0,-200.0,214.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 19:00:00,484.0,3.6,-200.0,-200.0,-200.0,-200.0,-200.0,137.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 20:00:00,325.0,2.4,-200.0,-200.0,-200.0,-200.0,-200.0,115.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 21:00:00,292.0,2.1,-200.0,-200.0,-200.0,-200.0,-200.0,107.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 22:00:00,303.0,2.1,-200.0,-200.0,-200.0,-200.0,-200.0,105.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-15 23:00:00,242.0,1.7,-200.0,-200.0,-200.0,-200.0,-200.0,96.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 00:00:00,314.0,2.2,-200.0,-200.0,-200.0,-200.0,-200.0,100.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 01:00:00,289.0,2.0,-200.0,-200.0,-200.0,-200.0,-200.0,100.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 02:00:00,224.0,1.6,-200.0,-200.0,-200.0,-200.0,-200.0,92.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 03:00:00,-200.0,1.7,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 04:00:00,191.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,81.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 05:00:00,149.0,1.0,-200.0,-200.0,-200.0,-200.0,-200.0,74.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 06:00:00,212.0,1.0,-200.0,-200.0,-200.0,-200.0,-200.0,81.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 07:00:00,398.0,1.6,-200.0,-200.0,-200.0,-200.0,-200.0,99.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 08:00:00,763.0,3.5,-200.0,-200.0,-200.0,-200.0,-200.0,123.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 09:00:00,905.0,5.3,-200.0,-200.0,-200.0,-200.0,-200.0,146.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 10:00:00,849.0,4.6,-200.0,-200.0,-200.0,-200.0,-200.0,161.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 11:00:00,1015.0,4.5,-200.0,-200.0,-200.0,-200.0,-200.0,210.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 12:00:00,845.0,4.2,-200.0,-200.0,-200.0,-200.0,-200.0,190.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 13:00:00,740.0,4.1,-200.0,-200.0,-200.0,-200.0,-200.0,170.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 14:00:00,1018.0,5.5,-200.0,-200.0,-200.0,-200.0,-200.0,212.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 15:00:00,1058.0,4.8,-200.0,-200.0,-200.0,-200.0,-200.0,217.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 16:00:00,1182.0,5.5,-200.0,-200.0,-200.0,-200.0,-200.0,236.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 17:00:00,1089.0,5.2,-200.0,-200.0,-200.0,-200.0,-200.0,217.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 18:00:00,1186.0,7.5,-200.0,-200.0,-200.0,-200.0,-200.0,231.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 19:00:00,1235.0,8.6,-200.0,-200.0,-200.0,-200.0,-200.0,227.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 20:00:00,1253.0,9.1,-200.0,-200.0,-200.0,-200.0,-200.0,219.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 21:00:00,1237.0,8.6,-200.0,-200.0,-200.0,-200.0,-200.0,203.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 22:00:00,1060.0,5.4,-200.0,-200.0,-200.0,-200.0,-200.0,186.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-16 23:00:00,873.0,4.3,-200.0,-200.0,-200.0,-200.0,-200.0,173.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-17 00:00:00,807.0,4.2,-200.0,-200.0,-200.0,-200.0,-200.0,162.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-17 01:00:00,798.0,4.3,-200.0,-200.0,-200.0,-200.0,-200.0,161.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-17 02:00:00,691.0,4.2,-200.0,-200.0,-200.0,-200.0,-200.0,144.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-17 03:00:00,-200.0,2.8,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-17 04:00:00,433.0,2.2,-200.0,-200.0,-200.0,-200.0,-200.0,119.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-17 05:00:00,371.0,1.8,-200.0,-200.0,-200.0,-200.0,-200.0,112.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-17 06:00:00,469.0,2.0,-200.0,-200.0,-200.0,-200.0,-200.0,111.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-17 07:00:00,658.0,2.5,-200.0,-200.0,-200.0,-200.0,-200.0,122.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-17 08:00:00,854.0,4.1,-200.0,-200.0,-200.0,-200.0,-200.0,137.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-17 09:00:00,1005.0,6.3,-200.0,-200.0,-200.0,-200.0,-200.0,151.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-17 10:00:00,937.0,5.0,-200.0,-200.0,-200.0,-200.0,-200.0,164.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-17 11:00:00,963.0,5.1,-200.0,-200.0,-200.0,-200.0,-200.0,198.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-17 12:00:00,635.0,3.6,-200.0,-200.0,-200.0,-200.0,-200.0,213.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-17 13:00:00,521.0,3.5,-200.0,-200.0,-200.0,-200.0,-200.0,164.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-17 14:00:00,613.0,3.7,-200.0,-200.0,-200.0,-200.0,-200.0,177.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-17 15:00:00,516.0,3.1,-200.0,-200.0,-200.0,-200.0,-200.0,168.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-17 16:00:00,446.0,3.2,-200.0,-200.0,-200.0,-200.0,-200.0,150.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-17 17:00:00,499.0,3.8,-200.0,-200.0,-200.0,-200.0,-200.0,152.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-17 18:00:00,407.0,3.2,-200.0,-200.0,-200.0,-200.0,-200.0,138.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-17 19:00:00,418.0,3.2,-200.0,-200.0,-200.0,-200.0,-200.0,129.0,-200.0,-200.0,-200.0,-200.0,-200.0
2004-12-17 20:00:00,403.0,3.3,1325.0,-200.0,16.4,1191.0,564.0,130.0,1542.0,1389.0,13.3,68.0,1.0376
2004-12-17 21:00:00,412.0,3.1,1316.0,-200.0,13.4,1099.0,610.0,137.0,1451.0,1268.0,13.2,72.8,1.0984
2004-12-17 22:00:00,322.0,2.4,1170.0,-200.0,8.2,906.0,707.0,125.0,1317.0,1046.0,12.6,76.5,1.1106
2004-12-17 23:00:00,200.0,1.4,1061.0,-200.0,5.7,800.0,819.0,106.0,1232.0,862.0,12.6,74.3,1.0843
2004-12-18 00:00:00,244.0,2.1,1109.0,-200.0,7.0,855.0,787.0,121.0,1220.0,866.0,12.9,72.1,1.0658
2004-12-18 01:00:00,199.0,1.4,1025.0,-200.0,5.6,794.0,848.0,101.0,1202.0,788.0,13.1,70.5,1.0594
2004-12-18 02:00:00,190.0,1.4,1086.0,-200.0,5.1,769.0,822.0,100.0,1196.0,857.0,12.4,73.8,1.0574
2004-12-18 03:00:00,-200.0,1.3,1058.0,-200.0,4.3,727.0,834.0,-200.0,1193.0,860.0,12.2,74.5,1.0537
2004-12-18 04:00:00,153.0,1.0,1034.0,-200.0,4.2,719.0,858.0,86.0,1189.0,845.0,11.8,76.3,1.0547
2004-12-18 05:00:00,215.0,1.3,1065.0,-200.0,6.1,816.0,777.0,90.0,1245.0,873.0,10.8,80.0,1.0367
2004-12-18 06:00:00,206.0,1.0,988.0,-200.0,5.2,774.0,842.0,89.0,1189.0,841.0,10.4,77.3,0.9709
2004-12-18 07:00:00,225.0,1.1,986.0,-200.0,5.4,785.0,842.0,96.0,1173.0,853.0,10.0,76.2,0.9332
2004-12-18 08:00:00,416.0,2.1,1136.0,-200.0,11.0,1015.0,702.0,125.0,1287.0,1063.0,9.4,67.7,0.8018
2004-12-18 09:00:00,613.0,3.2,1256.0,-200.0,16.1,1184.0,582.0,143.0,1448.0,1276.0,9.3,71.2,0.8325
2004-12-18 10:00:00,567.0,3.3,1228.0,-200.0,15.7,1170.0,596.0,153.0,1375.0,1332.0,12.6,54.0,0.784
2004-12-18 11:00:00,409.0,2.3,956.0,-200.0,8.8,931.0,799.0,140.0,1046.0,1015.0,16.1,28.5,0.5164
2004-12-18 12:00:00,183.0,1.0,781.0,-200.0,3.9,704.0,1062.0,92.0,842.0,594.0,16.6,19.9,0.3728
2004-12-18 13:00:00,140.0,0.8,759.0,-200.0,3.8,699.0,1223.0,78.0,799.0,501.0,15.9,18.2,0.3255
2004-12-18 14:00:00,133.0,0.8,722.0,-200.0,3.3,671.0,1596.0,68.0,737.0,448.0,14.3,18.4,0.2991
2004-12-18 15:00:00,115.0,0.6,699.0,-200.0,2.4,613.0,1731.0,64.0,682.0,387.0,15.0,16.3,0.2749
2004-12-18 16:00:00,157.0,0.9,755.0,-200.0,3.6,690.0,1653.0,80.0,750.0,467.0,14.9,17.1,0.2875
2004-12-18 17:00:00,149.0,0.8,746.0,-200.0,3.5,684.0,1301.0,81.0,764.0,484.0,13.2,18.8,0.2837
